时间,位移,力
(s),(mm),(N)
"14.5010","120.0000","1.3099"
"14.5210","120.0000","1.3116"
"14.5410","120.0000","1.3084"
"14.5610","120.0000","1.3106"
"14.5810","120.0000","1.3065"
"14.6010","120.0000","1.3112"
"14.6210","120.0000","1.3057"
"14.6410","120.0000","1.3083"
"14.6610","120.0000","1.3023"
"14.6810","120.0000","1.3068"
"14.7010","120.0000","1.3020"
"14.7210","120.0000","1.3037"
"14.7410","120.0000","1.3005"
"14.7610","120.0000","1.3051"
"14.7810","120.0000","1.3021"
"14.8010","120.0000","1.3046"
"14.8210","120.0000","1.3017"
"14.8410","120.0000","1.3033"
"14.8610","120.0000","1.3003"
"14.8810","120.0000","1.3016"
"14.9010","120.0000","1.3001"
"14.9210","120.0000","1.3000"
"14.9410","120.0000","1.2986"
"14.9610","120.0000","1.2994"
"14.9810","120.0000","1.2971"
"15.0010","120.0000","1.2989"
"15.0210","120.0000","1.2963"
"15.0410","120.0000","1.2964"
"15.0610","120.0000","1.2958"
"15.0810","120.0000","1.2971"
"15.1010","120.0000","1.2965"
"15.1210","120.0000","1.2951"
"15.1410","120.0000","1.2933"
"15.1610","120.0000","1.2934"
"15.1810","120.0000","1.2920"
"15.2010","120.0000","1.2927"
"15.2210","120.0000","1.2929"
"15.2410","120.0000","1.2912"
"15.2610","120.0000","1.2912"
"15.2810","120.0000","1.2898"
"15.3010","120.0000","1.2904"
"15.3210","120.0000","1.2886"
"15.3410","120.0000","1.2886"
"15.3610","120.0000","1.2872"
"15.3810","120.0000","1.2876"
"15.4010","120.0000","1.2882"
"15.4210","120.0000","1.2889"
"15.4410","120.0000","1.2869"
"15.4610","120.0000","1.2869"
"15.4810","120.0000","1.2838"
"15.5010","120.0000","1.2855"
"15.5210","120.0000","1.2841"
"15.5410","120.0000","1.2847"
"15.5610","120.0000","1.2833"
"15.5810","120.0000","1.2860"
"15.6010","120.0000","1.2821"
"15.6210","120.0000","1.2844"
"15.6410","120.0000","1.2831"
"15.6610","120.0000","1.2844"
"15.6810","120.0000","1.2814"
"15.7010","120.0000","1.2830"
"15.7210","120.0000","1.2824"
"15.7410","120.0000","1.2822"
"15.7610","120.0000","1.2785"
"15.7810","120.0000","1.2797"
"15.8010","120.0000","1.2773"
"15.8210","120.0000","1.2797"
"15.8410","120.0000","1.2779"
"15.8610","120.0000","1.2792"
"15.8810","120.0000","1.2765"
"15.9010","120.0000","1.2773"
"15.9210","120.0000","1.2744"
"15.9410","120.0000","1.2770"
"15.9610","120.0000","1.2733"
"15.9810","120.0000","1.2757"
"16.0010","120.0000","1.2728"
"16.0210","120.0000","1.2750"
"16.0410","120.0000","1.2732"
"16.0610","120.0000","1.2743"
"16.0810","120.0000","1.2721"
"16.1010","120.0000","1.2736"
"16.1210","120.0000","1.2717"
"16.1410","120.0000","1.2713"
"16.1610","120.0000","1.2684"
"16.1810","120.0000","1.2710"
"16.2010","120.0000","1.2695"
"16.2210","120.0000","1.2715"
"16.2410","120.0000","1.2688"
"16.2610","120.0000","1.2704"
